o:id,url,o:resource_template,o:resource_class,o:owner,o:is_public,o:item_set/o:id,o:item_set/dcterms:title,o:media/o:id,o:media/file,dcterms:title,dcterms:creator,dcterms:subject,dcterms:publisher,dcterms:contributor,dcterms:date,dcterms:identifier,dcterms:source,dcterms:language,dcterms:rights,dcterms:abstract,dcterms:spatial,dcterms:rightsHolder,bibo:issue,bibo:numPages,fabio:hasURL
11570,https://iwac.frederickmadore.com/s/afrique_ouest/item/11570,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,2198,,11590|17604|17605|17606|17607,https://iwac.frederickmadore.com/files/original/917b2c796dbc675ccc3814c0f09281b43f9aa10d.pdf|https://iwac.frederickmadore.com/files/original/98a3f8272a4e4f21d37a431bfd0a21f600dfba4b.jp2|https://iwac.frederickmadore.com/files/original/7bb3b9a7a4a96e01e9042dd7f1ef67ec95304899.jp2|https://iwac.frederickmadore.com/files/original/217e849db81b3d4f9be2d7726df4babace5adc0a.jp2|https://iwac.frederickmadore.com/files/original/f9879c3e575f44684e5f0585579638de688897fd.jp2,"An-Nasr Vendredi #157 (Nourrir son coeur de l'amour du prophète (saw))","Ahmed Glonazzani","Association des Élèves et Étudiants Musulmans au Burkina|Hadith","An-Nasr Vendredi","Frédérick Madore",2006-02-10,"https://www.wikidata.org/wiki/Q116190577 Q116190577","Association des Élèves et Étudiants Musulmans au Burkina",Français,"In Copyright - Educational Use Permitted",,,"Association des Élèves et Étudiants Musulmans au Burkina",157,4,
11571,https://iwac.frederickmadore.com/s/afrique_ouest/item/11571,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,2198,,11591|17608|17609|17610|17611,https://iwac.frederickmadore.com/files/original/5b1ecb3676277e588e355d3e033b6e8ba955349b.pdf|https://iwac.frederickmadore.com/files/original/6703099d327040feb5365cfb9055704d06dc29cd.jp2|https://iwac.frederickmadore.com/files/original/f37a9ec6de770df7fae6fb04cf77e35e12e6f6b7.jp2|https://iwac.frederickmadore.com/files/original/0d0e0fede57cc92747110e2a2d939a878a85bde3.jp2|https://iwac.frederickmadore.com/files/original/412c5021b7f4d5472fe052365bad18476bdef4c0.jp2,"An-Nasr Vendredi #156 (Hygiène et santé de la soeur musulmane)",Fatiha,"Femme en islam|Association des Élèves et Étudiants Musulmans au Burkina","An-Nasr Vendredi","Frédérick Madore",2006-02-10,"https://www.wikidata.org/wiki/Q116190578 Q116190578","Association des Élèves et Étudiants Musulmans au Burkina",Français,"In Copyright - Educational Use Permitted",,,"Association des Élèves et Étudiants Musulmans au Burkina",156,4,
11572,https://iwac.frederickmadore.com/s/afrique_ouest/item/11572,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,2198,,11592|17612|17613|17614|17615,https://iwac.frederickmadore.com/files/original/b33c1e94ebaead40d242540c4e523fca7f9f269b.pdf|https://iwac.frederickmadore.com/files/original/be9b42a753ab29b3f70a5c046ad15349a939c3b3.jp2|https://iwac.frederickmadore.com/files/original/6edb4a2ba154ff4eadb1066426af25c8be259cf8.jp2|https://iwac.frederickmadore.com/files/original/7ac972288fc418e194961957f5d75c6249144fda.jp2|https://iwac.frederickmadore.com/files/original/ba0c32316f2cdeb48e3382a70313e74cd23af4c3.jp2,"An-Nasr Vendredi #155 (Ni négligence, ni excès dans l'adoration)","O. Jôrahim","Association des Élèves et Étudiants Musulmans au Burkina|Hadith|Sunnah","An-Nasr Vendredi","Frédérick Madore",2006-02-10,"https://www.wikidata.org/wiki/Q116190579 Q116190579","Association des Élèves et Étudiants Musulmans au Burkina",Français,"In Copyright - Educational Use Permitted",,,"Association des Élèves et Étudiants Musulmans au Burkina",155,4,
11573,https://iwac.frederickmadore.com/s/afrique_ouest/item/11573,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,2198,,11593|17616|17617|17618|17619,https://iwac.frederickmadore.com/files/original/fa0f2b5420bee78b730d82ca757b35aaa097ac9c.pdf|https://iwac.frederickmadore.com/files/original/82973f5442e2b1f940b0ac7001a617c2fecaa383.jp2|https://iwac.frederickmadore.com/files/original/c10d4b6efa9b2a1ed3a881cfd31fd6b393b48550.jp2|https://iwac.frederickmadore.com/files/original/6a679b25271ce80ac084c28264b7b4c42a28ed07.jp2|https://iwac.frederickmadore.com/files/original/df21f674ded4eef6f352ef97ecc0b43be935033f.jp2,"An-Nasr Vendredi #154 (Les dessous du dossier nucléaire iranien)","O. D.","Association des Élèves et Étudiants Musulmans au Burkina|Université al-Azhar","An-Nasr Vendredi","Frédérick Madore",2006-02-10,"https://www.wikidata.org/wiki/Q116190580 Q116190580","Association des Élèves et Étudiants Musulmans au Burkina",Français,"In Copyright - Educational Use Permitted",,Israël|Palestine,"Association des Élèves et Étudiants Musulmans au Burkina",154,4,
11574,https://iwac.frederickmadore.com/s/afrique_ouest/item/11574,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,2198,,11594|17620|17621|17622|17623,https://iwac.frederickmadore.com/files/original/7eb2511a7bf699d7467d5e4e58719b398ec0d2d9.pdf|https://iwac.frederickmadore.com/files/original/60c19b275f7bbdfbda744d0d2f108d72e3c9f3c5.jp2|https://iwac.frederickmadore.com/files/original/af493d4d8b9f6988dfb22079cdd480dbe265fc2b.jp2|https://iwac.frederickmadore.com/files/original/73e3ebf8f9994827d9679c9680273ef0a3f0e429.jp2|https://iwac.frederickmadore.com/files/original/efc27d2c8b31509d9306e8b42503926690615a38.jp2,"An-Nasr Vendredi #153 (Être sincère et avoir une bonne intention pour récolter le succès!)","O. D.","Association des Élèves et Étudiants Musulmans au Burkina|Cercle d'Études, de Recherches et de Formation Islamiques|Hadith","An-Nasr Vendredi","Frédérick Madore",2006-02-10,"https://www.wikidata.org/wiki/Q116190581 Q116190581","Association des Élèves et Étudiants Musulmans au Burkina",Français,"In Copyright - Educational Use Permitted",,Médine,"Association des Élèves et Étudiants Musulmans au Burkina",153,4,
11575,https://iwac.frederickmadore.com/s/afrique_ouest/item/11575,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,2198,,11595|17624|17625|17626|17627,https://iwac.frederickmadore.com/files/original/c041dbf4c9f6370f2a04077848cdeacaea8d4c3e.pdf|https://iwac.frederickmadore.com/files/original/9eb852d48dd3bad6f351d2bb0f6d7fde7a978b50.jp2|https://iwac.frederickmadore.com/files/original/8aeb39aed6fac1cb6c336c58b0827d71e70cac99.jp2|https://iwac.frederickmadore.com/files/original/d580c0704fb16709db78ab2038939e5dfff1941d.jp2|https://iwac.frederickmadore.com/files/original/9a25089da38763cfcfbe0bb588f4c6db22f55b8e.jp2,"An-Nasr Vendredi #152 (Le message des livres révélés)",Adam,"Association des Élèves et Étudiants Musulmans au Burkina|Hadith","An-Nasr Vendredi","Frédérick Madore",2006-02-10,"https://www.wikidata.org/wiki/Q116190582 Q116190582","Association des Élèves et Étudiants Musulmans au Burkina",Français,"In Copyright - Educational Use Permitted",,Israël,"Association des Élèves et Étudiants Musulmans au Burkina",152,4,
11576,https://iwac.frederickmadore.com/s/afrique_ouest/item/11576,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,2198,,11596|17628|17629|17630|17631,https://iwac.frederickmadore.com/files/original/ccaea136303b1782c1e6f517df9937dea395cafb.pdf|https://iwac.frederickmadore.com/files/original/cc7870d54306aff12bf12d4c41e39d490dc4da1a.jp2|https://iwac.frederickmadore.com/files/original/1165edba6630aee45a4c72d46ff597015bc0bc79.jp2|https://iwac.frederickmadore.com/files/original/fa3daae1130ea269846c67d1324dc78d4a97de4d.jp2|https://iwac.frederickmadore.com/files/original/f5b5be8ca91f9d01f10f53fd289c093b9c812977.jp2,"An-Nasr Vendredi #151 (Le prophète Muhammad : un illustre modèle)",,"Association des Élèves et Étudiants Musulmans au Burkina|Hadith|Benoît XVI","An-Nasr Vendredi","Frédérick Madore",2006-02-10,"https://www.wikidata.org/wiki/Q116190584 Q116190584","Association des Élèves et Étudiants Musulmans au Burkina",Français,"In Copyright - Educational Use Permitted",,,"Association des Élèves et Étudiants Musulmans au Burkina",151,4,
11577,https://iwac.frederickmadore.com/s/afrique_ouest/item/11577,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,2198,,11597|17632|17633|17634|17635,https://iwac.frederickmadore.com/files/original/e77fa753de3e7974237452f4422f8d00f854f270.pdf|https://iwac.frederickmadore.com/files/original/c50dbccb2813d9a3b3060a41aa9a4971ec7f0fce.jp2|https://iwac.frederickmadore.com/files/original/2c56120c56ebb4f824d54491b18688a7060e4548.jp2|https://iwac.frederickmadore.com/files/original/1d9f7212622eb8fac7b5ab0212be77d1bf11c99b.jp2|https://iwac.frederickmadore.com/files/original/474b2b4a392fffffc4181232a128689c60d19d8f.jp2,"An-Nasr Vendredi #150 (Râbi'ah : elle voulait vivre dans un univers plein de la douce proximité du Créateur!)",,"Association des Élèves et Étudiants Musulmans au Burkina|Hadith","An-Nasr Vendredi","Frédérick Madore",2006-02-10,"https://www.wikidata.org/wiki/Q116190585 Q116190585","Association des Élèves et Étudiants Musulmans au Burkina",Français,"In Copyright - Educational Use Permitted",,,"Association des Élèves et Étudiants Musulmans au Burkina",150,4,
11578,https://iwac.frederickmadore.com/s/afrique_ouest/item/11578,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,2198,,11598|17636|17637|17638|17639,https://iwac.frederickmadore.com/files/original/3d19e07d446669cb8618b75c78bee8eaf532e29e.pdf|https://iwac.frederickmadore.com/files/original/fba266b70c8a4efb76ee6024b7d151923b8f873f.jp2|https://iwac.frederickmadore.com/files/original/d16667688d34512328ced7a8b0b7a7b54bc64aad.jp2|https://iwac.frederickmadore.com/files/original/aaf7c80878975f482a6f1e1dc55c508776248ada.jp2|https://iwac.frederickmadore.com/files/original/07a65b8a5c215ef628f74a088d2623c546d1d05f.jp2,"An-Nasr Vendredi #149 (Sermon de la fête de l'Aid el Fitr 2006. Imam Marboulaye Nombre)",,"Marboulaye Nombré|Khutba|Association des Élèves et Étudiants Musulmans au Burkina|Cercle d'Études, de Recherches et de Formation Islamiques|Aïd el-Fitr|Civilisation occidentale|Hadith|Sunnah","An-Nasr Vendredi","Frédérick Madore",2006-02-10,"https://www.wikidata.org/wiki/Q116190586 Q116190586","Association des Élèves et Étudiants Musulmans au Burkina",Français,"In Copyright - Educational Use Permitted",,Banfora|Palestine|Soudan|Médine,"Association des Élèves et Étudiants Musulmans au Burkina",149,4,
11579,https://iwac.frederickmadore.com/s/afrique_ouest/item/11579,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,2198,,11599|17640|17641|17642|17643,https://iwac.frederickmadore.com/files/original/407c9a914f924258d67059347fd1ec8f7720e4d2.pdf|https://iwac.frederickmadore.com/files/original/b69e383dcbd51126786cd0e03f5ff0e3f9bcbfc7.jp2|https://iwac.frederickmadore.com/files/original/b805469e240749c330004c254526aaf866cdb7e1.jp2|https://iwac.frederickmadore.com/files/original/0521b2e1c5eae364003aa9291c874db1556fa67b.jp2|https://iwac.frederickmadore.com/files/original/b9e555afc9747f827cc0ab7be8bbcd6511791133.jp2,"An-Nasr Vendredi #147 (La bataille de Badr : c'était il y a 1425 ans!!!)",,"Association des Élèves et Étudiants Musulmans au Burkina|Aïd el-Fitr","An-Nasr Vendredi","Frédérick Madore",2006-02-10,"https://www.wikidata.org/wiki/Q116190587 Q116190587","Association des Élèves et Étudiants Musulmans au Burkina",Français,"In Copyright - Educational Use Permitted",,Médine,"Association des Élèves et Étudiants Musulmans au Burkina",147,4,
11580,https://iwac.frederickmadore.com/s/afrique_ouest/item/11580,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,2198,,11600|17644|17645|17646|17647,https://iwac.frederickmadore.com/files/original/a7747fdb3aa926be2a9ef4fa7531c4ef1caf6e30.pdf|https://iwac.frederickmadore.com/files/original/5971962bb5aa154892751cd30b386c8eb43aeee5.jp2|https://iwac.frederickmadore.com/files/original/bf8458c00c24702001242baba8fdac1c1f62146d.jp2|https://iwac.frederickmadore.com/files/original/cc20595067da79ff1335591342407ba22ee4f2b9.jp2|https://iwac.frederickmadore.com/files/original/937e27998dc94f365c22b791266ef110efc46653.jp2,"An-Nasr Vendredi #146 (Les conflits dans les foyers sont faits pour être gérés!)",Fathia,"Association des Élèves et Étudiants Musulmans au Burkina","An-Nasr Vendredi","Frédérick Madore",2006-02-10,"https://www.wikidata.org/wiki/Q116190588 Q116190588","Association des Élèves et Étudiants Musulmans au Burkina",Français,"In Copyright - Educational Use Permitted",,,"Association des Élèves et Étudiants Musulmans au Burkina",146,4,
11581,https://iwac.frederickmadore.com/s/afrique_ouest/item/11581,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,2198,,11601|17648|17649|17650|17651,https://iwac.frederickmadore.com/files/original/14dd4ea766c6ca7ab05c33b5c4c59908169b2aac.pdf|https://iwac.frederickmadore.com/files/original/466f71534a5839199da97979a3bdee2d0ca07090.jp2|https://iwac.frederickmadore.com/files/original/ede95ac305e2bbbc243b26254a3348b6078e9b85.jp2|https://iwac.frederickmadore.com/files/original/b7e142745b38604dce72a78ebdb7b29f6e8c503a.jp2|https://iwac.frederickmadore.com/files/original/32a2c5c11f3cb2d3be5bb576663b2e89cbf17ab1.jp2,"An-Nasr Vendredi #145 (Sommes-nous utiles à notre communauté?)","O. D.","Citoyenneté|Association des Élèves et Étudiants Musulmans au Burkina|Sunnah","An-Nasr Vendredi","Frédérick Madore",2006-02-10,"https://www.wikidata.org/wiki/Q116190590 Q116190590","Association des Élèves et Étudiants Musulmans au Burkina",Français,"In Copyright - Educational Use Permitted",,,"Association des Élèves et Étudiants Musulmans au Burkina",145,4,
11582,https://iwac.frederickmadore.com/s/afrique_ouest/item/11582,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,2198,,11602|17652|17653|17654|17655,https://iwac.frederickmadore.com/files/original/197eb119b69bdaeafc4ffee1ffe2d9b5a31ad685.pdf|https://iwac.frederickmadore.com/files/original/a8bfa6d22d77e1766ba90d2c1d0728d9d9717505.jp2|https://iwac.frederickmadore.com/files/original/71e329c76413e694b355e2078d252317e8b5638b.jp2|https://iwac.frederickmadore.com/files/original/0326314c7e813a56b5bcc81d6f319fbce7046c75.jp2|https://iwac.frederickmadore.com/files/original/62440844597800e5bbc0adf8417596945d581a26.jp2,"An-Nasr Vendredi #142 (L'indulgence du prophète Muhammad (SAW) / La fin du droit international?)",,"Association des Élèves et Étudiants Musulmans au Burkina","An-Nasr Vendredi","Frédérick Madore",2006-02-10,"https://www.wikidata.org/wiki/Q116190591 Q116190591","Association des Élèves et Étudiants Musulmans au Burkina",Français,"In Copyright - Educational Use Permitted",,"Fada N'Gourma|Israël|Médine","Association des Élèves et Étudiants Musulmans au Burkina",142,4,
11583,https://iwac.frederickmadore.com/s/afrique_ouest/item/11583,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,2198,,11603|17656|17657|17658|17659,https://iwac.frederickmadore.com/files/original/83bb6973d431913308b789b0f458433b2f810136.pdf|https://iwac.frederickmadore.com/files/original/07fd6d36d2ab98bd256f30ef64196d2633dda031.jp2|https://iwac.frederickmadore.com/files/original/005288047abdd1ecc0db2ed05fc25176fd667183.jp2|https://iwac.frederickmadore.com/files/original/9b4af68810e341327ab66773e26288062f4e582b.jp2|https://iwac.frederickmadore.com/files/original/12ceff81508ae3e940483332e1125ab424aac39c.jp2,"An-Nasr Vendredi #141 (L'éducation spirituelle : principes et moyens)",,"Association des Élèves et Étudiants Musulmans au Burkina","An-Nasr Vendredi","Frédérick Madore",2006-02-10,"https://www.wikidata.org/wiki/Q116190592 Q116190592","Association des Élèves et Étudiants Musulmans au Burkina",Français,"In Copyright - Educational Use Permitted",,,"Association des Élèves et Étudiants Musulmans au Burkina",141,4,
11584,https://iwac.frederickmadore.com/s/afrique_ouest/item/11584,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,2198,,11604|17660|17661|17662|17663,https://iwac.frederickmadore.com/files/original/ddf17f1d1d48e622e816ef038c1f4c1b057cbf6b.pdf|https://iwac.frederickmadore.com/files/original/77487f5ece17be8fd1836e1867a29d5a0b35e0d6.jp2|https://iwac.frederickmadore.com/files/original/1b6d5459f83524c4e6fa451f58e5cd7c51efb75f.jp2|https://iwac.frederickmadore.com/files/original/0e9805668d1421893877cc84e76b542f041ce2a1.jp2|https://iwac.frederickmadore.com/files/original/720817e65407729bcbb3b372574d1c8ac71dedd7.jp2,"An-Nasr Vendredi #137 (Personne n'a le droit de te juger!!! / Aspects spirituel et social des prati­ques cultuelles)","A. Ham Sibiri","Tariq Ramadan|Association des Élèves et Étudiants Musulmans au Burkina|Pauvreté","An-Nasr Vendredi","Frédérick Madore",2006-02-10,"https://www.wikidata.org/wiki/Q116190593 Q116190593","Association des Élèves et Étudiants Musulmans au Burkina",Français,"In Copyright - Educational Use Permitted",,,"Association des Élèves et Étudiants Musulmans au Burkina",137,4,
11585,https://iwac.frederickmadore.com/s/afrique_ouest/item/11585,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,2198,,11605|17664|17665|17666|17667,https://iwac.frederickmadore.com/files/original/aad8c371b0134a21b78908dbd4a1edb95198cd06.pdf|https://iwac.frederickmadore.com/files/original/7674c9449e1c14b35e242e3aa56e914539e5f013.jp2|https://iwac.frederickmadore.com/files/original/1a932721a8a9df73c03177535a6db89993d08137.jp2|https://iwac.frederickmadore.com/files/original/7fbbcb6ab9155b7df57779b020b60f2d1c193731.jp2|https://iwac.frederickmadore.com/files/original/7957d96980216847a8c53877bf3ad4a6762bed43.jp2,"An-Nasr Vendredi #140 (Les musulmans ont-ils contribué au développement de la science?)","Ibrahima Ouédraogo","Association des Élèves et Étudiants Musulmans au Burkina|Hadith","An-Nasr Vendredi","Frédérick Madore",2006-02-10,"https://www.wikidata.org/wiki/Q116190594 Q116190594","Association des Élèves et Étudiants Musulmans au Burkina",Français,"In Copyright - Educational Use Permitted",,,"Association des Élèves et Étudiants Musulmans au Burkina",140,4,
11586,https://iwac.frederickmadore.com/s/afrique_ouest/item/11586,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,2198,,11606|17668|17669|17670|17671,https://iwac.frederickmadore.com/files/original/05da158593dfce07c1dac36039602dae22b506e0.pdf|https://iwac.frederickmadore.com/files/original/372e36ba75041bbeef6fe3e434f5ad428ffee2da.jp2|https://iwac.frederickmadore.com/files/original/dec544bb8750b4d9fb95a517881eb88edb608722.jp2|https://iwac.frederickmadore.com/files/original/3db71820aefb6fb5046c0c54f5c8f87cc1e1b554.jp2|https://iwac.frederickmadore.com/files/original/ca0d62f4ac6c2c9f2871aae680ee5f97f4dd356c.jp2,"An-Nasr Vendredi #132 (Les couples heureux ont leurs secrets! / Le juste comportement dans les difficultés)","Rehza Khan|Ibn Omar","Association des Élèves et Étudiants Musulmans au Burkina","An-Nasr Vendredi","Frédérick Madore",2006-02-10,"https://www.wikidata.org/wiki/Q116190595 Q116190595","Association des Élèves et Étudiants Musulmans au Burkina",Français,"In Copyright - Educational Use Permitted",,,"Association des Élèves et Étudiants Musulmans au Burkina",132,4,
11587,https://iwac.frederickmadore.com/s/afrique_ouest/item/11587,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,2198,,11607|17672|17673|17674|17675,https://iwac.frederickmadore.com/files/original/c8b2b12fd0253480c9eb0dd6506bbe5ed2749c8d.pdf|https://iwac.frederickmadore.com/files/original/7ca8affda7ef71109bd4b79513ef4c207e3cf52a.jp2|https://iwac.frederickmadore.com/files/original/e59e98671fb7c3464f45f765be2f683df6231644.jp2|https://iwac.frederickmadore.com/files/original/11b430f45dcfb5b1d27a54358557522c88d854c1.jp2|https://iwac.frederickmadore.com/files/original/d004256166767d13aece3becb3e096a6fec995b5.jp2,"An-Nasr Vendredi #144 (Rien ne lui ressemble / Apprenez à faire des compliments)","Anwar Hussen|Irfaan","Association des Élèves et Étudiants Musulmans au Burkina|Hadith|Fiqh","An-Nasr Vendredi","Frédérick Madore",2006-02-10,"https://www.wikidata.org/wiki/Q116190596 Q116190596","Association des Élèves et Étudiants Musulmans au Burkina",Français,"In Copyright - Educational Use Permitted",,,"Association des Élèves et Étudiants Musulmans au Burkina",144,4,
11588,https://iwac.frederickmadore.com/s/afrique_ouest/item/11588,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,2198,,11608|17676|17677|17678|17679,https://iwac.frederickmadore.com/files/original/3268b527a5d36a53de7f53f6d62aaca968834f11.pdf|https://iwac.frederickmadore.com/files/original/7f00f3f4d588febc31ce9f4a2976c6d208b13dcc.jp2|https://iwac.frederickmadore.com/files/original/ce0cfb4437564b85e8334aba6ae3577fbd3e96a2.jp2|https://iwac.frederickmadore.com/files/original/c3ec40b641af85a7178f827da9a60f04be12b5bf.jp2|https://iwac.frederickmadore.com/files/original/bc89829509d8b07501aa13eac99ce402f8421633.jp2,"An-Nasr Vendredi #139 (L'exceptionnelle dévotion des compagnons pour le prophète Muhammad)","Anwar Hussein","Association des Élèves et Étudiants Musulmans au Burkina","An-Nasr Vendredi","Frédérick Madore",2006-02-10,"https://www.wikidata.org/wiki/Q116190598 Q116190598","Association des Élèves et Étudiants Musulmans au Burkina",Français,"In Copyright - Educational Use Permitted",,Médine,"Association des Élèves et Étudiants Musulmans au Burkina",139,4,
11609,https://iwac.frederickmadore.com/s/afrique_ouest/item/11609,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,2198,,11626|17680|17681|17682|17683,https://iwac.frederickmadore.com/files/original/15d081162e32027345b8e16649fdfa342dab1dfe.pdf|https://iwac.frederickmadore.com/files/original/59a3458a62e92f5f56216fd2fbe31b17ba3684ba.jp2|https://iwac.frederickmadore.com/files/original/d6a3c2a91a02c6cb7593312d647dea530a214203.jp2|https://iwac.frederickmadore.com/files/original/efb0b25cadceb0468429484bfb41948217ff119b.jp2|https://iwac.frederickmadore.com/files/original/feb70f5a68262e1cf0778cfc1eb766d315e11ba8.jp2,"An-Nasr Vendredi #136 (Conflit israélo-libanais : que faut-il y comprendre?)","O. D.","Association des Élèves et Étudiants Musulmans au Burkina","An-Nasr Vendredi","Frédérick Madore",2006-02-10,"https://www.wikidata.org/wiki/Q116190600 Q116190600","Association des Élèves et Étudiants Musulmans au Burkina",Français,"In Copyright - Educational Use Permitted",,Israël,"Association des Élèves et Étudiants Musulmans au Burkina",136,4,
11610,https://iwac.frederickmadore.com/s/afrique_ouest/item/11610,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,2198,,11627|17684|17685|17686|17687,https://iwac.frederickmadore.com/files/original/ad192f38abd5786a1af95fda1965f887145b7c87.pdf|https://iwac.frederickmadore.com/files/original/53e458f03acff083ae7ce2b619dd22a0cbbeec54.jp2|https://iwac.frederickmadore.com/files/original/3a629d7bc1bd405074de148a008682c7b8727023.jp2|https://iwac.frederickmadore.com/files/original/8207e6198ed099621273c2db1f3abae8c7575a73.jp2|https://iwac.frederickmadore.com/files/original/faaef15cdf74df18bf97901d49d64bc920cc91e1.jp2,"An-Nasr Vendredi #135 (La mendicité : une injustice sociale?)","O. D.","Mendicité et talibés|Association des Élèves et Étudiants Musulmans au Burkina|Pauvreté|Hadith","An-Nasr Vendredi","Frédérick Madore",2006-02-10,"https://www.wikidata.org/wiki/Q116190602 Q116190602","Association des Élèves et Étudiants Musulmans au Burkina",Français,"In Copyright - Educational Use Permitted",,,"Association des Élèves et Étudiants Musulmans au Burkina",135,4,
11611,https://iwac.frederickmadore.com/s/afrique_ouest/item/11611,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,2198,,11628|17688|17689|17690|17691,https://iwac.frederickmadore.com/files/original/e08752a7a81e168196be91884ddaa93456d0d0ad.pdf|https://iwac.frederickmadore.com/files/original/9eafc584c194060955436b17208acc615b0dfe48.jp2|https://iwac.frederickmadore.com/files/original/3b34a3371899cd95cae1aaed7e5cfa63f18f0213.jp2|https://iwac.frederickmadore.com/files/original/d232abf04be0aa21735e49bc93dd0566f3824e71.jp2|https://iwac.frederickmadore.com/files/original/e0d4d08b3bd159637cc74619ea113c5101979b3c.jp2,"An-Nasr Vendredi #134 (Les droits du voisin en islam / La réforme du cœur par le silence)","Mouaz|Rehza Khan","Association des Élèves et Étudiants Musulmans au Burkina|Hadith|Sunnah","An-Nasr Vendredi","Frédérick Madore",2006-02-10,"https://www.wikidata.org/wiki/Q116190603 Q116190603","Association des Élèves et Étudiants Musulmans au Burkina",Français,"In Copyright - Educational Use Permitted",,,"Association des Élèves et Étudiants Musulmans au Burkina",134,4,
11612,https://iwac.frederickmadore.com/s/afrique_ouest/item/11612,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,2198,,11629|17692|17693|17694|17695,https://iwac.frederickmadore.com/files/original/d62e266c591befc75282205a93cd7e77a4ba3214.pdf|https://iwac.frederickmadore.com/files/original/c96b20995058126caba70ab2f1ff6509fcb2108c.jp2|https://iwac.frederickmadore.com/files/original/109a4da40bf10ba22e34d6f4b487f099730f7458.jp2|https://iwac.frederickmadore.com/files/original/67e8f619eb5ffc211dec31fd6041cdcddbcd2609.jp2|https://iwac.frederickmadore.com/files/original/c376aa956b30730e64e429168d8bef264a6d220c.jp2,"An-Nasr Vendredi #130 (La fraude, une épidémie en sursis)",Kéré,"Association des Élèves et Étudiants Musulmans au Burkina|Réseau national de lutte anti-corruption","An-Nasr Vendredi","Frédérick Madore",2006-02-10,"https://www.wikidata.org/wiki/Q116190604 Q116190604","Association des Élèves et Étudiants Musulmans au Burkina",Français,"In Copyright - Educational Use Permitted",,,"Association des Élèves et Étudiants Musulmans au Burkina",130,4,
11613,https://iwac.frederickmadore.com/s/afrique_ouest/item/11613,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,2198,,11630|17696|17697|17698|17699,https://iwac.frederickmadore.com/files/original/39067b5374e1c2c2cd4d545c61bab439e29c083e.pdf|https://iwac.frederickmadore.com/files/original/d76f6448fd40f260a3802fdec888f07e9cf7d401.jp2|https://iwac.frederickmadore.com/files/original/94b6c6d1573e7fd4d93b1cefbf281952b8400a6d.jp2|https://iwac.frederickmadore.com/files/original/53657f1d3994d879f859f3e821e0c7bd415b75be.jp2|https://iwac.frederickmadore.com/files/original/bfecc0aab42f9bb2835f9021b3542074549694c2.jp2,"An-Nasr Vendredi #131 (La datte : une nourriture miracle)",Ibrahima,"Association des Élèves et Étudiants Musulmans au Burkina|Sunnah","An-Nasr Vendredi","Frédérick Madore",2006-02-10,"https://www.wikidata.org/wiki/Q116190605 Q116190605","Association des Élèves et Étudiants Musulmans au Burkina",Français,"In Copyright - Educational Use Permitted",,,"Association des Élèves et Étudiants Musulmans au Burkina",131,4,
11614,https://iwac.frederickmadore.com/s/afrique_ouest/item/11614,"Newspaper article",bibo:Issue,frederick_madore@outlook.com,true,2198,,11631|17700|17701|17702|17703,https://iwac.frederickmadore.com/files/original/8d8f5741c50a50f83399436f8a5558768a7bfd84.pdf|https://iwac.frederickmadore.com/files/original/945515bfd8da94a8223dc7b197e4ce86dce1b8d5.jp2|https://iwac.frederickmadore.com/files/original/31046f9eb8e8c78b1962165c84992212ee7c18e2.jp2|https://iwac.frederickmadore.com/files/original/3580d81dd0344bd0d1e647471f8712e74a444654.jp2|https://iwac.frederickmadore.com/files/original/0afd1cc8b94e83cfe3fe6be7e2a79770d506ec88.jp2,"An-Nasr Vendredi #138 (La responsabilité : agir pour les Hommes en ayant la conscience intime de l'Unique)",Djibrila,"Association des Élèves et Étudiants Musulmans au Burkina|Hadith","An-Nasr Vendredi","Frédérick Madore",2006-02-10,"https://www.wikidata.org/wiki/Q116190606 Q116190606","Association des Élèves et Étudiants Musulmans au Burkina",Français,"In Copyright - Educational Use Permitted",,,"Association des Élèves et Étudiants Musulmans au Burkina",138,4,
