o:id,url,o:resource_template,o:resource_class,o:owner,o:is_public,o:item_set/o:id,o:item_set/dcterms:title,o:media/o:id,o:media/file,dcterms:title,dcterms:description,dcterms:date,dcterms:identifier,dcterms:relation,dcterms:alternative,dcterms:isPartOf,dcterms:spatial,bibo:citedBy,foaf:gender,foaf:firstName,foaf:lastName,foaf:birthday
3897,https://islam.zmo.de/s/westafrica/item/3897,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Salifou Belem",,,,,,"Cercle d'Études, de Recherches et de Formation Islamiques","Burkina Faso",,Male,Salifou,Belem,
3898,https://islam.zmo.de/s/westafrica/item/3898,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Samuel Yaméogo","Burkinabè pastor|Pasteur burkinabè",2022-08-19,"https://www.wikidata.org/wiki/Q113670346 Q113670346",,,"Fédération des Églises et Missions Évangéliques|Pastor","Burkina Faso",,Male,Samuel,Yaméogo,1942-12-26
3899,https://islam.zmo.de/s/westafrica/item/3899,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"San Evariste Barro","Journalist at l'Observateur Paalga|Journaliste à l'Observateur Paalga",,,,,"Journalist|L’Observateur Paalga","Burkina Faso",,Male,"San Evariste",Barro,
3900,https://islam.zmo.de/s/westafrica/item/3900,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Sarah Tanou",,,,,,Journalist|Sidwaya,"Burkina Faso",,Female,Sarah,Tanou,
3901,https://islam.zmo.de/s/westafrica/item/3901,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Sayouba Belem K.","First President of the CERFI|Premier président du CERFI",,,,,"Association des Élèves et Étudiants Musulmans au Burkina|Cercle d'Études, de Recherches et de Formation Islamiques","Burkina Faso",,Male,Sayouba,Belem,
3902,https://islam.zmo.de/s/westafrica/item/3902,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Sayouba Ouédraogo","Burkinabè imam|Imam burkinabè",,"https://www.wikidata.org/wiki/Q113678176 Q113678176","Grande Mosquée Sunnite de Ouagadougou",,"Imam|Mouvement Sunnite du Burkina Faso","Burkina Faso",,Male,Sayouba,Ouédraogo,
3903,https://islam.zmo.de/s/westafrica/item/3903,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Séni Dabo",,,,,,"Journalist|Le Pays","Burkina Faso",,Male,Séni,Dabo,
3904,https://islam.zmo.de/s/westafrica/item/3904,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Siaka Sanou","Imam burkinabè",,,,,Imam,"Burkina Faso",,Male,Siaka,Sanou,
3905,https://islam.zmo.de/s/westafrica/item/3905,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Sidi Aboubacar Maïga",,1946,,,,"Association Islamique de la Tijâniyya|Imam","Burkina Faso",,Male,"Sidi Aboubacar",Maïga,
3906,https://islam.zmo.de/s/westafrica/item/3906,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Sidi Mohamed Koné",,,,,,"Cercle d'Études, de Recherches et de Formation Islamiques|Fédération des Associations Islamiques du Burkina","Burkina Faso",,Male,"Sidi Mohamed",Koné,
3907,https://islam.zmo.de/s/westafrica/item/3907,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Sidi Mohamed Maïga","Sheikh of Ramatoulaye|Cheikh de Ramatoulaye",1987,"https://www.wikidata.org/wiki/Q113677966 Q113677966","Aboubacar Maïga II",,"Association Islamique de la Tijâniyya|Imam","Burkina Faso",,Male,"Sidi Mohamed",Maïga,1923
3908,https://islam.zmo.de/s/westafrica/item/3908,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Sidiki Ouédraogo",,,,,,"Communauté Musulmane du Burkina Faso","Burkina Faso",,Male,Sidiki,Ouédraogo,
3909,https://islam.zmo.de/s/westafrica/item/3909,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Simon Yaméogo",,,,,,"Journalist|L’Observateur Paalga","Burkina Faso",,Male,Simon,Yaméogo,
3910,https://islam.zmo.de/s/westafrica/item/3910,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Sita Tarbagdo",,,,,,Journalist|Sidwaya,"Burkina Faso",,Male,Sita,Tarbagdo,
3911,https://islam.zmo.de/s/westafrica/item/3911,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Sogossiro Sanou",,,,,,Politician,"Burkina Faso",,,Sogossiro,Sanou,
3912,https://islam.zmo.de/s/westafrica/item/3912,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Souaïbou Nombre",,,,,,Journalist|Sidwaya,"Burkina Faso",,,Souaïbou,Nombre,
3913,https://islam.zmo.de/s/westafrica/item/3913,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Souleymane Compaoré",,,"https://www.wikidata.org/wiki/Q113627701 Q113627701",,"Former Secretary General of the FAIB|Ancien secrétaire général de la FAIB","Fédération des Associations Islamiques du Burkina","Burkina Faso",,Male,Souleymane,Compaoré,
3914,https://islam.zmo.de/s/westafrica/item/3914,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Souleymane Koné","President of the CERFI|Président du CERFI",,,,,"Cercle d'Études, de Recherches et de Formation Islamiques","Burkina Faso",,Male,Souleymane,Koné,
3915,https://islam.zmo.de/s/westafrica/item/3915,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Souleymane Konfé",,,,,,"Fédération des Associations Islamiques du Burkina","Burkina Faso",,Male,Souleymane,Konfé,
3916,https://islam.zmo.de/s/westafrica/item/3916,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Souleymane Ouédraogo","Former president of the Mouvement Sunnite (1973-1988)|Ancien président du Mouvement Sunnite (1973-1988)",2021-01-25,"https://www.wikidata.org/wiki/Q113627678 Q113627678",,,"Mouvement Sunnite du Burkina Faso","Burkina Faso",,Male,Souleymane,Ouédraogo,
3917,https://islam.zmo.de/s/westafrica/item/3917,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Souleymane Sawadogo",,,,,,Journalist|Sidwaya,"Burkina Faso",,Male,Souleymane,Sawadogo,
3918,https://islam.zmo.de/s/westafrica/item/3918,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Souleymane Soulama",,,,,,Politician,"Burkina Faso",,Male,Souleymane,Soulama,
3919,https://islam.zmo.de/s/westafrica/item/3919,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Stanislas Ouaro","Burkinabè politician and mathematician|Homme politique et mathématicien burkinabè",,"https://www.wikidata.org/wiki/Q12897461 Q12897461",,,Politician,"Burkina Faso",,Male,Stanislas,Ouaro,1975-01-19
3920,https://islam.zmo.de/s/westafrica/item/3920,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Tahirou Barry","Burkinabè politician|Politicien burkinabè",,"https://www.wikidata.org/wiki/Q98090246 Q98090246",,,Politician,"Burkina Faso",,Male,Tahirou,Barry,1975-07-27
3921,https://islam.zmo.de/s/westafrica/item/3921,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Tasséré Koanda",,,,,,Journalist|Sidwaya,"Burkina Faso",,,Tasséré,Koanda,
3922,https://islam.zmo.de/s/westafrica/item/3922,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Thierno Simporé","Burkinabè Imam|Imam burkinabè",,,,,"Association des Élèves et Étudiants Musulmans au Burkina|Cercle d'Études, de Recherches et de Formation Islamiques|Imam","Burkina Faso",,Male,Thierno,Simporé,
3923,https://islam.zmo.de/s/westafrica/item/3923,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Tidiane Bah","Ivorian Imam|Imam ivoirien",2001-01-21,"https://www.wikidata.org/wiki/Q113627617 Q113627617",,"Tidiane Bâ","Communauté Musulmane de la Riviera|Imam","Ivory Coast",,Male,Tidiane,Bâ,1932
3924,https://islam.zmo.de/s/westafrica/item/3924,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Tiégo Tiemtoré","Burkinabè Imam|Imam burkinabè",,"https://www.wikidata.org/wiki/Q113627606 Q113627606","Mosque of the Cercle d'Études, de Recherches et de Formation Islamiques|University of Ouagadougou",,"Association des Élèves et Étudiants Musulmans au Burkina|Association des Élèves et Étudiants Musulmans de Côte d'Ivoire|Cercle d'Études, de Recherches et de Formation Islamiques|Imam","Burkina Faso",,Male,Tiégo,Tiemtoré,
3925,https://islam.zmo.de/s/westafrica/item/3925,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Tiémoko Kaboré",,,,,,Politician,"Burkina Faso",,Male,Tiémoko,Kaboré,
3926,https://islam.zmo.de/s/westafrica/item/3926,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Tiguiani Nombré","Former president of the AEEMB|Ancient président de l'AEEMB",,,,,"Association des Élèves et Étudiants Musulmans au Burkina","Burkina Faso",,Male,Tiguiani,Nombré,
3927,https://islam.zmo.de/s/westafrica/item/3927,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Victorien A. Sawadogo",,,,,,Journalist|Sidwaya,"Burkina Faso",,Male,"Victorien A.",Sawadogo,
3928,https://islam.zmo.de/s/westafrica/item/3928,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Waliou A. Adeguerou",,,,,,Journalist|Sidwaya,"Burkina Faso",,,"Waliou A.",Adeguerou,
3929,https://islam.zmo.de/s/westafrica/item/3929,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Wanlé Gérard Coulibaly",,,,,,Journalist|Sidwaya,"Burkina Faso",,,"Wanlé Gérard",Coulibaly,
3930,https://islam.zmo.de/s/westafrica/item/3930,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Wuroteda Ibrahima Sanou",,,,,,Journalist|Sidwaya,"Burkina Faso",,,"Wuroteda Ibrahima",Sanou,
3931,https://islam.zmo.de/s/westafrica/item/3931,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Yacoub Tiemtoré","Burkinabè Imam|Imam burkinabè",,,,,"Cercle d'Études, de Recherches et de Formation Islamiques|Imam","Burkina Faso",,Male,Yacoub,Tiemtoré,
3932,https://islam.zmo.de/s/westafrica/item/3932,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Yaya Dama","Former president of the AEEMB|Ancient président de l'AEEMB",,,,,"Association des Élèves et Étudiants Musulmans au Burkina","Burkina Faso",,Male,Yaya,Dama,
3933,https://islam.zmo.de/s/westafrica/item/3933,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Zakaria Yeye",,,,,,Journalist|L’Observateur|Sidwaya,"Burkina Faso",,,Zakaria,Yeye,
4043,https://islam.zmo.de/s/westafrica/item/4043,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Muriel Gomez-Perez","Full Professor, Department of Historical Sciences, Université Laval|Professeure titulaire au département des sciences historiques de l'Université Laval",,"https://www.wikidata.org/wiki/Q72181971 Q72181971",,"Gomez-Perez, Muriel",Researcher,,,Female,Muriel,Gomez-Perez,
4044,https://islam.zmo.de/s/westafrica/item/4044,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Pierre-Jean-Daniel André",,,"https://www.wikidata.org/wiki/Q113728015 Q113728015",,"André, P.-J.",Researcher,France,,Male,"Pierre Jean",André,
4045,https://islam.zmo.de/s/westafrica/item/4045,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Jean Audouin",,,"https://www.wikidata.org/wiki/Q113527602 Q113527602",,"Audouin, Jean",Researcher,,,Male,Jean,Audoin,
4046,https://islam.zmo.de/s/westafrica/item/4046,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,11714,https://islam.zmo.de/files/original/4fccfdb6b5af1718a2e0d1b7b67c937491071609.jpg,"Issouf Binaté","Lecturer and researcher at the Université Alassane Ouattara|Enseignant-chercheur à l'Université Alassane Ouattara",,"https://www.wikidata.org/wiki/Q113527604 Q113527604","Launch of the Islam West Africa Collection","Binaté, Issouf","Researcher|Université Alassane Ouattara","Ivory Coast",,Male,Issouf,Binaté,
4047,https://islam.zmo.de/s/westafrica/item/4047,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Sylvie Bredeloup",,,"https://www.wikidata.org/wiki/Q113527673 Q113527673",,"Bredeloup, Sylvie",Researcher,,,Female,Sylvie,Bredeloup,
4048,https://islam.zmo.de/s/westafrica/item/4048,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Sylvie Capitant",,,"https://www.wikidata.org/wiki/Q113527605 Q113527605",,"Capitant, Sylvie",Researcher,,,Female,Sylvie,Capitant,
4049,https://islam.zmo.de/s/westafrica/item/4049,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Christine Chevalier-Caron",,,"https://www.wikidata.org/wiki/Q113527606 Q113527606",,"Chevalier-Caron, Christine",Researcher,Canada,,Female,Christine,Chevalier-Caron,
4050,https://islam.zmo.de/s/westafrica/item/4050,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Michel Clap",,,"https://www.wikidata.org/wiki/Q113527607 Q113527607",,"Clap, Michel",Researcher,,,Male,Michel,Clap,
4051,https://islam.zmo.de/s/westafrica/item/4051,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Maxime Compaoré",,,"https://www.wikidata.org/wiki/Q113527608 Q113527608",,"Compaoré, Maxime",Researcher,,,Male,Maxime,Compaoré,
4052,https://islam.zmo.de/s/westafrica/item/4052,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Felice Dassetto",,,"https://www.wikidata.org/wiki/Q3068084 Q3068084",,"Dassetto, Felice",Researcher,,,Male,Felice,Dassetto,
4053,https://islam.zmo.de/s/westafrica/item/4053,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Liza Debevec",,,"https://www.wikidata.org/wiki/Q66057550 Q66057550",,"Debevec, Liza",Researcher,,,Female,Liza,Debevec,
4054,https://islam.zmo.de/s/westafrica/item/4054,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Alice Degorce",,,"https://www.wikidata.org/wiki/Q113527674 Q113527674",,"Degorce, Alice",Researcher,,,Female,Alice,Degorce,
4055,https://islam.zmo.de/s/westafrica/item/4055,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Raymond Deniel",,,"https://www.wikidata.org/wiki/Q56000019 Q56000019",,"Deniel, Raymond",Researcher,,,Male,Raymond,Deniel,
4056,https://islam.zmo.de/s/westafrica/item/4056,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Rinaldo Depagne",,,"https://www.wikidata.org/wiki/Q113527610 Q113527610",,"Depagne, Rinaldo",Researcher,,,Male,Rinaldo,Depagne,
4057,https://islam.zmo.de/s/westafrica/item/4057,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Hortence Diatto Derme-Namoulniara",,,"https://www.wikidata.org/wiki/Q113527611 Q113527611",,"Derme-Namoulniara, Hortence Diatto",Researcher,,,Female,"Hortence Diatto",Namoulniara,
4058,https://islam.zmo.de/s/westafrica/item/4058,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Bourahima Diallo",,,"https://www.wikidata.org/wiki/Q113527612 Q113527612",,"Diallo, Bourahima",Researcher,,,Male,Bourahima,Diallo,
4059,https://islam.zmo.de/s/westafrica/item/4059,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Hamidou Diallo",,,"https://www.wikidata.org/wiki/Q113527613 Q113527613",,"Diallo, Hamidou",Researcher,,,Male,Hamidou,Diallo,
4060,https://islam.zmo.de/s/westafrica/item/4060,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Siaka Diallo",,,"https://www.wikidata.org/wiki/Q113527614 Q113527614",,"Diallo, Siaka",Researcher,,,Male,Siaka,Diallo,
4061,https://islam.zmo.de/s/westafrica/item/4061,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Yenteme Djagba",,,"https://www.wikidata.org/wiki/Q113527615 Q113527615",,"Djagba, Yenteme",Researcher,,,Female,Yenteme,Djagba,
4062,https://islam.zmo.de/s/westafrica/item/4062,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Youssouf Dramé",,,"https://www.wikidata.org/wiki/Q113527616 Q113527616",,"Dramé, Youssouf",Researcher,,,,Youssouf,Dramé,
4063,https://islam.zmo.de/s/westafrica/item/4063,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Myron J. Echenberg",,,"https://www.wikidata.org/wiki/Q67100745 Q67100745",,"Echenberg, Myron J.",Researcher,,,Male,"Myron J.",Echenberg,
4064,https://islam.zmo.de/s/westafrica/item/4064,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Sebastian Elischer",,,"https://www.wikidata.org/wiki/Q113527617 Q113527617",,"Elischer, Sebastian",Researcher,,,Male,Sebastian,Elischer,
4065,https://islam.zmo.de/s/westafrica/item/4065,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Sandra Fancello",,,"https://www.wikidata.org/wiki/Q113527675 Q113527675",,"Fancello, Sandra",Researcher,,,Female,Sandra,Fancello,
4066,https://islam.zmo.de/s/westafrica/item/4066,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Boukaré Gansonré",,,"https://www.wikidata.org/wiki/Q113527676 Q113527676",,"Gansonré, Boukaré",Researcher,,,Male,Boukaré,Gansonré,
4067,https://islam.zmo.de/s/westafrica/item/4067,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Alphonse Gouilly",,,"https://www.wikidata.org/wiki/Q113527618 Q113527618",,"Gouilly, Alphonse",Researcher,,,Male,Alphonse,Gouilly,
4068,https://islam.zmo.de/s/westafrica/item/4068,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Constant Hamès",,,"https://www.wikidata.org/wiki/Q113527619 Q113527619",,"Hamès, Constant",Researcher,,,Male,Constant,Hamès,
4069,https://islam.zmo.de/s/westafrica/item/4069,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Nicolas Hubert",,,"https://www.wikidata.org/wiki/Q113527620 Q113527620",,"Hubert, Nicolas",Researcher,,,Male,Nicolas,Hubert,
4070,https://islam.zmo.de/s/westafrica/item/4070,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Abdourahmane Idrissa",,,"https://www.wikidata.org/wiki/Q61827888 Q61827888",,"Idrissa, Abdourahmane|Rahmane Idrissa",Researcher,,,Male,Abdourahmane,Idrissa,
4071,https://islam.zmo.de/s/westafrica/item/4071,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Bernadette Ilboudo",,,"https://www.wikidata.org/wiki/Q113527677 Q113527677",,"Ilboudo, Bernadette",Researcher,,,Female,Bernadette,Ilboudo,
4072,https://islam.zmo.de/s/westafrica/item/4072,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Jean-Pierre Jacob",,,"https://www.wikidata.org/wiki/Q113974540 Q113974540",,"Jacob, Jean-Pierre",Researcher,,,Male,Jean-Pierre,Jacob,
4073,https://islam.zmo.de/s/westafrica/item/4073,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Danielle Jonckers",,,"https://www.wikidata.org/wiki/Q113527621 Q113527621",,"Jonckers, Danielle",Researcher,,,Female,Danielle,Jonckers,
4074,https://islam.zmo.de/s/westafrica/item/4074,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Koudbi Kaboré",,,"https://www.wikidata.org/wiki/Q113527622 Q113527622",,"Kaboré, Koudbi",Researcher,,,Male,Koudbi,Kaboré,
4075,https://islam.zmo.de/s/westafrica/item/4075,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"F. Valérie Kaboré",,,"https://www.wikidata.org/wiki/Q113527623 Q113527623",,"Kaboré, F. Valérie",Researcher,,,Female,Valérie,Kaboré,
4076,https://islam.zmo.de/s/westafrica/item/4076,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Melina C. Kalfelis",,,"https://www.wikidata.org/wiki/Q113527624 Q113527624",,"Kalfelis, Melina C.",Researcher,,,Female,Melina,Kalfelis,
4077,https://islam.zmo.de/s/westafrica/item/4077,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Ismaila Kane",,,"https://www.wikidata.org/wiki/Q113527625 Q113527625",,"Kane, Ismaila",Researcher,,,Male,Ismaila,Kane,
4078,https://islam.zmo.de/s/westafrica/item/4078,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Léonard Kapia",,,"https://www.wikidata.org/wiki/Q113527626 Q113527626",,"Kapia, Léonard",Researcher,,,Male,Léonard,Kapia,
4079,https://islam.zmo.de/s/westafrica/item/4079,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Ousman M. Kobo",,,"https://www.wikidata.org/wiki/Q113527678 Q113527678",,"Kobo, Ousman M.|Ousman Murzik Kobo|Ousman Kobo",Researcher,,,Male,Ousman,Kobo,
4080,https://islam.zmo.de/s/westafrica/item/4080,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Maïmouna Dao",,,"https://www.wikidata.org/wiki/Q113527609 Q113527609",,"Dao, Maïmouna|Maïmouna Koné-Dao",Researcher,,,Female,Maïmouna,Dao,
4081,https://islam.zmo.de/s/westafrica/item/4081,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Pascal Labazée",,,"https://www.wikidata.org/wiki/Q55624377 Q55624377",,"Labazée, Pascal",Researcher,,,Male,Pascal,Labazée,
4082,https://islam.zmo.de/s/westafrica/item/4082,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Katrin Langewiesche",,,"https://www.wikidata.org/wiki/Q113527628 Q113527628",,"Langewiesche, Katrin",Researcher,,,Female,Katrin,Langewiesche,
4083,https://islam.zmo.de/s/westafrica/item/4083,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Robert Launay",,,"https://www.wikidata.org/wiki/Q113527631 Q113527631",,"Launay, Robert",Researcher,,,Male,Robert,Launay,
4084,https://islam.zmo.de/s/westafrica/item/4084,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Pierre-Joseph Laurent",,,"https://www.wikidata.org/wiki/Q48756055 Q48756055",,"Laurent, Pierre-Joseph",Researcher,,,Male,Pierre-Joseph,Laurent,
4085,https://islam.zmo.de/s/westafrica/item/4085,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Ibrahim Maiga",,,"https://www.wikidata.org/wiki/Q113727765 Q113727765",,"Maiga, Ibrahim",Researcher,,,Male,Ibrahim,Maiga,
4086,https://islam.zmo.de/s/westafrica/item/4086,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Max Mathieu",,,"https://www.wikidata.org/wiki/Q113527723 Q113527723",,"Mathieu, Max",Researcher,,,Male,Max,Mathieu,
4087,https://islam.zmo.de/s/westafrica/item/4087,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"John F. McCauley",,,"https://www.wikidata.org/wiki/Q112554435 Q112554435",,"McCauley, John F.",Researcher,,,Male,John,McCauley,
4088,https://islam.zmo.de/s/westafrica/item/4088,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"René Luc Moreau",,,"https://www.wikidata.org/wiki/Q113527724 Q113527724",,"Moreau, René Luc|R. L. Moreau",Researcher,,,Male,"René Luc",Moreau,
4089,https://islam.zmo.de/s/westafrica/item/4089,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Adama Nana",,,"https://www.wikidata.org/wiki/Q113527633 Q113527633",,"Nana, Adama",Researcher,,,Male,Adama,Nana,
4090,https://islam.zmo.de/s/westafrica/item/4090,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Guy Nicolas",,,"https://www.wikidata.org/wiki/Q55946074 Q55946074",,"Nicolas, Guy",Researcher,,,Male,Guy,Nicolas,
4091,https://islam.zmo.de/s/westafrica/item/4091,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Joceline Nikiéma O.",,,"https://www.wikidata.org/wiki/Q113527725 Q113527725",,"Nikiéma O., Joceline",Researcher,,,Female,Joceline,Nikiéma,
4092,https://islam.zmo.de/s/westafrica/item/4092,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Aude Nikiema",,,"https://www.wikidata.org/wiki/Q113527726 Q113527726",,"Nikiema, Aude",Researcher,,,Female,Aude,Nikiema,
4093,https://islam.zmo.de/s/westafrica/item/4093,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Héni Nsaibia",,,"https://www.wikidata.org/wiki/Q113527634 Q113527634",,"Nsaibia, Héni",Researcher,,,Male,Héni,Nsaibia,
4094,https://islam.zmo.de/s/westafrica/item/4094,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Cynthia Ohayon",,,"https://www.wikidata.org/wiki/Q113527635 Q113527635",,"Ohayon, Cynthia",Researcher,,,Female,Cynthia,Ohayon,
4095,https://islam.zmo.de/s/westafrica/item/4095,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"René Otayek",,,"https://www.wikidata.org/wiki/Q55621563 Q55621563",,"Otayek, René",Researcher,,,Male,René,Otayek,
4096,https://islam.zmo.de/s/westafrica/item/4096,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Mahamoudou Oubda",,,"https://www.wikidata.org/wiki/Q113527636 Q113527636",,"Oubda, Mahamoudou",Researcher,,,Male,Mahamoudou,Oubda,
4097,https://islam.zmo.de/s/westafrica/item/4097,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Adama Ouédraogo",,,"https://www.wikidata.org/wiki/Q113527727 Q113527727",,"Ouédraogo, Adama",Researcher,,,Male,Adama,Ouédraogo,
4098,https://islam.zmo.de/s/westafrica/item/4098,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Lassane Ouedraogo",,,"https://www.wikidata.org/wiki/Q113527637 Q113527637",,"Ouedraogo, Lassane",Researcher,,,Male,Lassane,Ouedraogo,
4099,https://islam.zmo.de/s/westafrica/item/4099,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Tasséré Ouédraogo",,,"https://www.wikidata.org/wiki/Q113727158 Q113727158",,"Ouédraogo, Tasséré",Researcher,,,Male,Tasséré,Ouédraogo,
4100,https://islam.zmo.de/s/westafrica/item/4100,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Yacouba Ouédraogo",,,"https://www.wikidata.org/wiki/Q113527638 Q113527638",,"Ouédraogo, Yacouba",Researcher,"Burkina Faso",,Male,Yacouba,Ouédraogo,
4101,https://islam.zmo.de/s/westafrica/item/4101,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Moumouni Ouibga",,,"https://www.wikidata.org/wiki/Q113527728 Q113527728",,"Ouibga, Moumouni",Researcher,,,Male,Moumouni,Ouibga,
4102,https://islam.zmo.de/s/westafrica/item/4102,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Marie Phliponeau",,,"https://www.wikidata.org/wiki/Q113527729 Q113527729",,"Phliponeau, Marie",Researcher,,,Female,Marie,Phliponeau,
4103,https://islam.zmo.de/s/westafrica/item/4103,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Marc Pilon",,,"https://www.wikidata.org/wiki/Q42048770 Q42048770",,"Pilon, Marc",Researcher,,,Male,Marc,Pilon,
4104,https://islam.zmo.de/s/westafrica/item/4104,Person,foaf:Person,frederick.madore@zmo.de,true,5841,,,,"Daniel N. Posner",,,"https://www.wikidata.org/wiki/Q113527730 Q113527730",,"Posner, Daniel N.",Researcher,,,Male,Daniel,Posner,
