o:id,url,o:resource_template,o:resource_class,o:owner,o:is_public,o:item_set/o:id,o:item_set/dcterms:title,o:media/o:id,o:media/file,dcterms:title,dcterms:creator,dcterms:subject,dcterms:description,dcterms:publisher,dcterms:contributor,dcterms:date,dcterms:source,dcterms:language,dcterms:rights,dcterms:extent,dcterms:medium,dcterms:isPartOf,dcterms:spatial,dcterms:rightsHolder,bibo:content,bibo:issue,bibo:volume,fabio:hasURL
10885,https://islam.zmo.de/s/westafrica/item/10885,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,10401,,10954|10955|10956|10957|10958|10959|10960|10961|10962,https://islam.zmo.de/files/original/8f1ee54ea00d2af3530aa0d7b506a72bb5327606.jpg|https://islam.zmo.de/files/original/8730545fcb4f9b0c18ad27f1060a25bdec99936d.mp4|https://islam.zmo.de/files/original/ec1859b2cf875c46f6c8cbf4948e85d3e781452b.mp4|https://islam.zmo.de/files/original/0c1b2a787c6ed8bb3600cb2d8e545f9f88df4ffb.mp4|https://islam.zmo.de/files/original/c819a23fe8865ab3b96a7b2eec69003e476892d2.mp4|https://islam.zmo.de/files/original/365e8ccf8d09e414f6d9a24b9b5571730ba66218.mp4|https://islam.zmo.de/files/original/aa60da68b2874e24f43d0e2f5dd875240cd8cc30.mp4|https://islam.zmo.de/files/original/f5794a0279618433a55f0a1d00abe58c00ee3f82.mp4|https://islam.zmo.de/files/original/25389646da896f8c220fabbcd24f5fbefa23d74d.mp4,"Jihadin dan Fodio Ba Hawa Daushe Bane","Muhammad Auwal Albani Zaria","Jihad|Usman dan Fodio",,"Daarul Hadeethis Salafiyyah","Aleksei Akseshin|Vincent Favier",2004,"Abdoulaye Sounaye",Hausa|Arabic,"In Copyright - Rights-Holder(s) Unlocatable or Unidentifiable",PT286M,DVD,"Shaykh Muhammad Auwal Adam Albaniy Zaria",Zaria|Nigeria,,,1-4,,
10886,https://islam.zmo.de/s/westafrica/item/10886,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,10401,,11018,https://islam.zmo.de/files/original/7e0ffec3eaec1b57f6c3d78e63e5e42eedce1e15.jpg,"Taron Fadar Zazzau Game da Sallar Juma'a","Muhammad Auwal Albani Zaria",Fada|Prayer,,"Daarul Hadeethis Salafiyyah","Aleksei Akseshin|Vincent Favier",,"Abdoulaye Sounaye",Hausa,"In Copyright - Rights-Holder(s) Unlocatable or Unidentifiable",PT89M,CD,,Zaria|Nigeria,,,,,
10887,https://islam.zmo.de/s/westafrica/item/10887,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,10401,,11012|11013,https://islam.zmo.de/files/original/9b2cbdbb354bcb827f92b80c2e897aad3a182712.jpg|https://islam.zmo.de/files/original/8356805638580ba3fd8137ece39e292e74501ee1.mp4,"Shirka da Illolinta (Wa'azin Bauchi)","Muhammad Auwal Albani Zaria",Bauchi|Wa'azi,,"Daarul Hadeethis Salafiyyah","Aleksei Akseshin|Vincent Favier",,"Abdoulaye Sounaye",Hausa|Arabic,"In Copyright - Rights-Holder(s) Unlocatable or Unidentifiable",PT181M,DVD,"Shaykh Muhammad Auwal Adam Albaniy Zaria",Zaria|Nigeria,,,,,
10889,https://islam.zmo.de/s/westafrica/item/10889,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,10401,,11042|11043|11044|11045,https://islam.zmo.de/files/original/506d17545b194867f708ef6e211380f0dd0c930f.jpg|https://islam.zmo.de/files/original/60b29a47b5cd530bad0b5cbecde0248888ab7e2f.mp4|https://islam.zmo.de/files/original/ed18b4c937df61c5c52d3e3a878078eaa36ffd5d.mp4|https://islam.zmo.de/files/original/8c0bf990d45e386c01daaaaf42f9cff43f5d0d65.mp4,"Adabul Mufrad #5-6","Muhammad Auwal Albani Zaria",,,"Daarul Hadeethis Salafiyyah","Aleksei Akseshin|Vincent Favier",2001,"Abdoulaye Sounaye",Hausa|Arabic,,PT135M,DVD,,Zaria|Nigeria,,,5-6,,
10890,https://islam.zmo.de/s/westafrica/item/10890,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,10401,,11002|11003|11004,https://islam.zmo.de/files/original/c2765a5faaa2f39f312fb9897dea68903ba88f96.jpg|https://islam.zmo.de/files/original/2eab86a1363b0fc6736ae7c339908643c2498205.mp4|https://islam.zmo.de/files/original/c238e02a90419140b2fcf1f08266c7393528c740.mp4,"Salafiyyah Itace Mafita Nasihar Iyaye","Muhammad Auwal Albani Zaria",Salafism,,"Daarul Hadeethis Salafiyyah","Aleksei Akseshin|Vincent Favier",,"Abdoulaye Sounaye",Hausa|Arabic,"In Copyright - Rights-Holder(s) Unlocatable or Unidentifiable",PT375M,DVD,,Zaria|Nigeria,,,,,
10891,https://islam.zmo.de/s/westafrica/item/10891,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,10401,,10937|10938|12884,https://islam.zmo.de/files/original/92535c2b1bfa2eee5895811941a294d6e9370c65.jpg|https://islam.zmo.de/files/original/9446fc8316a708b78cbcbba8bb1431eff026df83.mp4|https://islam.zmo.de/files/original/c8c125892a36d55e38a211c5ed201db499967c5d.pdf,"Hanyoyin Sulhun Aure","Muhammad Auwal Albani Zaria",,"Sheikh M.A.A. Albani talks about techniques of marital reconciliation in Islam with reference to the Qur'an and Hadith.|Sheikh M.A.A. Albani ya karantar da mu yadda ake yin sulhun na’aura ta idan an samu rashin fahimtar juna bisa koyarwar addinin musulunci.","Daarul Hadeethis Salafiyyah","Aleksei Akseshin|Vincent Favier",2008-10-28,"Abdoulaye Sounaye",Hausa|Arabic,"In Copyright - Rights-Holder(s) Unlocatable or Unidentifiable",PT172M,DVD,,Zaria|Nigeria,,,,,
10892,https://islam.zmo.de/s/westafrica/item/10892,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,10401,,11007|11008|11009|11010|11011,https://islam.zmo.de/files/original/1928a6ff5fa6c498f671695e7bc8b47140ec95f6.jpg|https://islam.zmo.de/files/original/84dbe8ac2155539b417ce22604aea9dafbbe7dae.mp4|https://islam.zmo.de/files/original/ea372254d12e10fc53582bf2612af3993d200772.mp4|https://islam.zmo.de/files/original/33d47fbed572698fa90d1e65998773b8c754826a.mp4|https://islam.zmo.de/files/original/d4e608e8522749e050e56f7d4af5b95a58825350.mp4,Shari'a,"Muhammad Auwal Albani Zaria",Sharia,,"Daarul Hadeethis Salafiyyah","Aleksei Akseshin|Vincent Favier",,"Abdoulaye Sounaye",Hausa|Arabic,"In Copyright - Rights-Holder(s) Unlocatable or Unidentifiable",PT95M,DVD,,Zaria|Nigeria,,,1-4,,
10893,https://islam.zmo.de/s/westafrica/item/10893,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,10401,,11029|11030,https://islam.zmo.de/files/original/4ef47a45df214a721c0b4a81e9a824ae0b73efc7.jpg|https://islam.zmo.de/files/original/1f594ed3fc8818cdafcb72176bd4e4d634896094.mp4,"Ziyarar Shugaban Malamai na Izalah","Muhammad Auwal Albani Zaria",Izala,,"Daarul Hadeethis Salafiyyah","Aleksei Akseshin|Vincent Favier",2013-03-17,"Abdoulaye Sounaye",Hausa|Arabic,"In Copyright - Rights-Holder(s) Unlocatable or Unidentifiable",PT119M,DVD,,Zaria|Nigeria,,,,,
10894,https://islam.zmo.de/s/westafrica/item/10894,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,10401,,10999|11049|11050,https://islam.zmo.de/files/original/4ee41d78295b6409cfd3b8a9a67d4166fdf50f93.jpg|https://islam.zmo.de/files/original/c30fe95cbdfce1eec730b19dc6bb35cdc0c0588b.mp4|https://islam.zmo.de/files/original/46a4369019ed708d53b97ac3668a8167b6c34a2d.mp4,"Muslim #133-134","Muhammad Auwal Albani Zaria",,,"Daarul Hadeethis Salafiyyah","Aleksei Akseshin|Vincent Favier",,"Abdoulaye Sounaye",Hausa|Arabic,"In Copyright - Rights-Holder(s) Unlocatable or Unidentifiable",PT180M,DVD,Muslim,Zaria|Nigeria,,,133-134,,
10895,https://islam.zmo.de/s/westafrica/item/10895,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,10401,,10919|10920|10921|10922,https://islam.zmo.de/files/original/4f09e20b92e041da6a4fe59a0b45cdb67291a961.jpg|https://islam.zmo.de/files/original/c28d12cef40c8120fc14cc8c07929cb8fdb2b284.mp4|https://islam.zmo.de/files/original/1ca29f4e5917799fc452c8bf50828b2b66ce52f2.mp4|https://islam.zmo.de/files/original/4317e8553b0f767fbc721aae841d47a3263de9bb.mp4,"Bidi'a da Sharrorinta","Muhammad Auwal Albani Zaria",,,"Daarul Hadeethis Salafiyyah","Aleksei Akseshin|Vincent Favier",1999-05-30,"Abdoulaye Sounaye",Hausa|Arabic,"In Copyright - Rights-Holder(s) Unlocatable or Unidentifiable",PT335M,DVD,,Zaria|Nigeria,,,,,
10896,https://islam.zmo.de/s/westafrica/item/10896,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,10401,,10994|10995,https://islam.zmo.de/files/original/8e91a04fe19ebf9ce739cb3df4a87000c04006c2.jpg|https://islam.zmo.de/files/original/3b25c039321d45efeeb49730bc807fc053ac6f1e.mp4,Kongo,"Muhammad Auwal Albani Zaria",,,"Daarul Hadeethis Salafiyyah","Aleksei Akseshin|Vincent Favier",,"Abdoulaye Sounaye",Hausa|Arabic,"In Copyright - Rights-Holder(s) Unlocatable or Unidentifiable",PT88M,DVD,,Zaria|Nigeria,,,,,
10897,https://islam.zmo.de/s/westafrica/item/10897,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,10401,,11051|11052,https://islam.zmo.de/files/original/d899f731d7be47a3ff34fa91ad29646830ef8e55.mp4|https://islam.zmo.de/files/original/6de2e7e31db2b796d724cb848ef35b7a22a75ed4.mp4,"Muslim #135-136","Muhammad Auwal Albani Zaria",,,"Daarul Hadeethis Salafiyyah","Aleksei Akseshin|Vincent Favier",,"Abdoulaye Sounaye",Hausa|Arabic,"In Copyright - Rights-Holder(s) Unlocatable or Unidentifiable",PT175M,DVD,Muslim,Zaria|Nigeria,,,135-136,,
10898,https://islam.zmo.de/s/westafrica/item/10898,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,10401,,11014|11015,https://islam.zmo.de/files/original/6bd9be4d4c31fe792335207e9a7af8bfbc039827.jpg|https://islam.zmo.de/files/original/d8419b2fd77ea36208e7950b999f4f975bcbbd34.mp4,"Ta'aziyar ""Yan Uwa Daga Ghana""","Muhammad Auwal Albani Zaria|Yan Uwa daga Ghana",,,"Daarul Hadeethis Salafiyyah","Aleksei Akseshin|Vincent Favier",,"Abdoulaye Sounaye",English,"In Copyright - Rights-Holder(s) Unlocatable or Unidentifiable",PT70M,DVD,,Zaria|Nigeria,,,,,
10899,https://islam.zmo.de/s/westafrica/item/10899,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,10401,,10915|10916|10917|10918|11455|12883,https://islam.zmo.de/files/original/cccb97a31047c2b2b56abbf7166aecfb69f618ee.jpg|https://islam.zmo.de/files/original/6e9e1e7c79ad34bb3848fb98280440e2df0a277d.mp4|https://islam.zmo.de/files/original/5bbbeebc81f3141f74fbc9c68dd06086b2953985.mp4|https://islam.zmo.de/files/original/bffc9d9882b832c9591acb5b9a6196ac73d9e1aa.mp4|https://islam.zmo.de/files/original/9bc0b938dd1220b6886109da97d68db5eb9e45d3.pdf|https://islam.zmo.de/files/original/dbbaace502e057bbdee52a48cd6787cdbe0a0934.pdf,"Azumi Ibadar Zumunci","Muhammad Auwal Albani Zaria",Ramadan,"Sheikh M.A.A. ALBANIY gives the guideline on fasting and the importance of fasting worship in Islam with reference to the Prophet Muhammad, Hadith his lecture title.|SHEIK M.A.A. ALBANI, ya karantar damu yadda musulmin, matsayin ibadar azumi da hukunce hukunce akan azumi bisa hadith Annabi Muhammad a lakcarsa.|Sheikh M.A.A. ALBANIY donne les lignes directrices sur le jeûne et l'importance de l'adoration du jeûne dans l'Islam en se référant au Prophète Muhammad, au Hadith et au titre de sa conférence.","Daarul Hadeethis Salafiyyah","Aleksei Akseshin|Vincent Favier",2008-08-29,"Abdoulaye Sounaye",Hausa|Arabic,"In Copyright - Rights-Holder(s) Unlocatable or Unidentifiable",PT276M,DVD,,Zaria|Nigeria,,,,,
10900,https://islam.zmo.de/s/westafrica/item/10900,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,10401,,10996|10997,https://islam.zmo.de/files/original/1ec2172ce579d21d1bf766da6a51f76b0924ff04.jpg|https://islam.zmo.de/files/original/7783c940c2f84f71177f788a36d40c0c94528f17.mp4,"Maca Uwar Al-Ummah","Muhammad Auwal Albani Zaria",,,"Daarul Hadeethis Salafiyyah","Aleksei Akseshin|Vincent Favier",,"Abdoulaye Sounaye",Hausa|Arabic,"In Copyright - Rights-Holder(s) Unlocatable or Unidentifiable",PT185M,DVD,,Zaria|Nigeria,,,,,
10901,https://islam.zmo.de/s/westafrica/item/10901,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,10401,,10972|10973|10974|10975|10976|10977|10978,https://islam.zmo.de/files/original/cb971e34fb08d38b7eae7cda4b8118edb3397c6b.jpg|https://islam.zmo.de/files/original/a96506d0516715988558d7e33b0c00a604668ee9.mp4|https://islam.zmo.de/files/original/d6ff03167ba541a4d781d09d000d7aa73ec8b171.mp4|https://islam.zmo.de/files/original/d9fd209bdbacd28a8920bd29e5b3c26e1b4be8e7.mp4|https://islam.zmo.de/files/original/da710dc4c492ca7e048a4c53bcee942ae32501df.mp4|https://islam.zmo.de/files/original/6403f17258947b7497ac29edccfa92f9bf967361.mp4|https://islam.zmo.de/files/original/7e69badabbc3ac3ad0c205cb0ff20ce70d2b7db9.mp4,Jilbab,"Muhammad Auwal Albani Zaria",,,"Daarul Hadeethis Salafiyyah","Aleksei Akseshin|Vincent Favier",,"Abdoulaye Sounaye",Hausa|Arabic,"In Copyright - Rights-Holder(s) Unlocatable or Unidentifiable",PT208M,DVD,,Zaria|Nigeria,,,1-4,,
10902,https://islam.zmo.de/s/westafrica/item/10902,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,10401,,11024|11025,https://islam.zmo.de/files/original/00b08d53989fb6154cecb132d5c13a4cdd7c4135.jpg|https://islam.zmo.de/files/original/312b2a5ae1ec8e03b6a5b0dc8a9e52ddf50df702.mp4,"Waya Kashe Malam Ja'afar","Muhammad Auwal Albani Zaria",,,"Daarul Hadeethis Salafiyyah","Aleksei Akseshin|Vincent Favier",,"Abdoulaye Sounaye",Hausa|Arabic,"In Copyright - Rights-Holder(s) Unlocatable or Unidentifiable",PT275M,DVD,,Zaria|Nigeria,,,1-4,,
10903,https://islam.zmo.de/s/westafrica/item/10903,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,10401,,11026|11027|11028,https://islam.zmo.de/files/original/a0c3165b52f1bf8672fcb0134e71f0897a65568a.jpg|https://islam.zmo.de/files/original/282576b7ddbe6f7830a2ac652ad312c55b3b44bc.mp4|https://islam.zmo.de/files/original/aaefc3f283041c430300d12bb685a08b30513247.mp4,"Ziyarar 'Yan Uwa Daga Gombe","Muhammad Auwal Albani Zaria",,,"Daarul Hadeethis Salafiyyah","Aleksei Akseshin|Vincent Favier",,"Abdoulaye Sounaye",Hausa|Arabic,"In Copyright - Rights-Holder(s) Unlocatable or Unidentifiable",PT199M,DVD,,Zaria|Nigeria,,,,,
10904,https://islam.zmo.de/s/westafrica/item/10904,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,10401,,11016|11017,https://islam.zmo.de/files/original/45f6ccfa729a6f6210fe78cc454fcb9abab1dca2.jpg|https://islam.zmo.de/files/original/716f3d1497ea1632472a03a8303d70226a4fa467.mp4,"Ta'aziyyar Ibn Uthman Ga Daliban Daarul-Hadeethis-Salafiyyah Zaria","Muhammad Auwal Albani Zaria|Ibn Uthman",,,"Daarul Hadeethis Salafiyyah","Aleksei Akseshin|Vincent Favier",,"Abdoulaye Sounaye",Hausa|Arabic,"In Copyright - Rights-Holder(s) Unlocatable or Unidentifiable",PT85M,DVD,,Zaria|Nigeria,,,,,
10905,https://islam.zmo.de/s/westafrica/item/10905,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,10401,,11021,https://islam.zmo.de/files/original/81eda06331d27648bc6fa16d701213e297a4ffed.jpg,"W.H.O. Taji Tsoro!!!","Muhammad Auwal Albani Zaria",,,"Daarul Hadeethis Salafiyyah","Aleksei Akseshin|Vincent Favier",2013,"Abdoulaye Sounaye",Hausa|Arabic,"In Copyright - Rights-Holder(s) Unlocatable or Unidentifiable",PT116M,DVD,,Zaria|Nigeria,,,,,
10906,https://islam.zmo.de/s/westafrica/item/10906,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,10401,,11019|11020,https://islam.zmo.de/files/original/ca70e6241589cde2cdb086700b1544eac8217c3d.jpg|https://islam.zmo.de/files/original/df09413029c1a30c3e2255224140ebd58a22f129.mp4,"Tsarin Zanan Aure a Musulunci","Muhammad Auwal Albani Zaria",,,"Daarul Hadeethis Salafiyyah","Aleksei Akseshin|Vincent Favier",,"Abdoulaye Sounaye",Hausa|Arabic,"In Copyright - Rights-Holder(s) Unlocatable or Unidentifiable",PT94M,DVD,,Zaria|Nigeria,,,1-2,,
10907,https://islam.zmo.de/s/westafrica/item/10907,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,10401,,10945|10946,https://islam.zmo.de/files/original/e05681626431870a244f348eb005939fd16445e8.jpg|https://islam.zmo.de/files/original/5973fd230a275f38270a8d3f0d214047f5ac0bdd.mp4,"Imam Kabir Kotono","Muhammad Auwal Albani Zaria|Imam Kabir Kotono",,,"Daarul Hadeethis Salafiyyah","Aleksei Akseshin|Vincent Favier",,"Abdoulaye Sounaye",Hausa|Arabic,"In Copyright - Rights-Holder(s) Unlocatable or Unidentifiable",PT208M,DVD,,Zaria|Nigeria,,,,,
10908,https://islam.zmo.de/s/westafrica/item/10908,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,10401,,10923|10924|10925|12882,https://islam.zmo.de/files/original/e651261a366c6d2e97a2d9bfa2340f7b3896bb29.jpg|https://islam.zmo.de/files/original/d8abf4d68ce769eff57de945c9853c5247802775.mp4|https://islam.zmo.de/files/original/e7199a9392d794f48e145cf48eb05f74a4cacc73.mp4|https://islam.zmo.de/files/original/8f72fb606fd563d48766b8c1cd80bff2c4317392.pdf,"Goron Gaiyyata","Muhammad Auwal Albani Zaria",,"Sheikh M.A.A. Albani warned politicians and the rich to stop taking everything into their homes.|Sheikh M.A.A. Albani ya yi gargadi da janhankali ga yan siyasa da mai kudi kan su daina kai masa komai gidansa don baya bukata amma shi yana da shi.","Daarul Hadeethis Salafiyyah","Aleksei Akseshin|Vincent Favier",,"Abdoulaye Sounaye",Hausa|Arabic,"In Copyright - Rights-Holder(s) Unlocatable or Unidentifiable",PT82M,DVD,,Zaria|Nigeria,,"00:01 – 17:20
Bayani akan abin da yake damunsa ga ‘yan siyasa game da abubuwan nan da suke kai a matsayin kyauta ko cin hanci.
Ni dan kasuwa ne bana neman komai ga wani dan siyasa, don ni dan kasuwa ne.
Mu ‘yan salafiyya bamu son komai agurin ku, sai dai muna son ku yi wa jama’a aikin da suke so.
A yanzu, ni dai ba zaka ba ni wani abu dan ka burge ni ba da sunan kyauta kamar mota, gida ko aure.

The Islamic scholar advises politicians and rich people to stop sending food and other goods to his house as gifts. Alabani says he is a businessman, not a bagger, because that is not charity but bribery, so he doesn't need anything as a gift from anyone, especially politicians.",,,
12820,https://islam.zmo.de/s/westafrica/item/12820,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,12844,,12832,,"Conférence ACEEMUB : L'islam et les transactions : cas du trading et du marketing de réseau",,,"Le BEN/ACEEMUB passe par cette note pour vous informer de la diffusion en direct de la conférence mensuelle prévue pour ce dimanche  janvier  à 9 heures précises sur le campus d'Abomey Calavi dans l'amphithéâtre HOUNDEGBE. Cette conférence portera sur :
L'islam et les transactions financières : cas du trading et du marketing de réseau
Conférencier : Dr CHITOU Abdoul Matinou","Association Culturelle des Étudiants et Élèves Musulmans du Bénin","Frédérick Madore",2021-01-31,,French,"In Copyright - Educational Use Permitted",PT3M5S,,,Benin,,,,,https://www.youtube.com/watch?v=L3p93Uiasbc
12821,https://islam.zmo.de/s/westafrica/item/12821,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,12844,,12833,,"ACEEMUB : SEFOR 2018 A PORTO-NOVO",,,"Fatihath CHANOU, élève en 2nd présente un discours devant le public après avoir suivi le module de cours sur le Développement Personnel.","Association Culturelle des Étudiants et Élèves Musulmans du Bénin","Frédérick Madore",2019-03-09,,French,"In Copyright - Educational Use Permitted",PT55S,,,Benin,,,,,https://www.youtube.com/watch?v=OHyYDtWltsA
12822,https://islam.zmo.de/s/westafrica/item/12822,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,12844,,12834,,"ACEEMUB : SEFOR 2018 A PORTO-NOVO",,,"SEMINAIRE DE FORMATION DES RESPONSABLES 2018 A PORTO NOVO, c'est le moment pour les élèves et étudiants musulmans de la localité de Porto Novo de se faire former durant trois jours dans les modules suivants :
1- CONNAISSANCE DE L'ACEEMUB
2- GESTION ADMINISTRATIVE
3- GESTION COMPTABLE ET FINANCIÈRE
4- GESTION DE PROJET
5- DÉVELOPPEMENT PERSONNEL
6- SPIRITUALITÉ","Association Culturelle des Étudiants et Élèves Musulmans du Bénin","Frédérick Madore",2019-03-09,,French,"In Copyright - Educational Use Permitted",PT1M34S,,,Benin,,,,,https://www.youtube.com/watch?v=C0VUBBPFQMI
12823,https://islam.zmo.de/s/westafrica/item/12823,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,12844,,12835,,"ACEEMUB : Djougou, 9ème Congrès ordinaire !",,,"L'ACEEMUB s'est réunie du 02 au 05 Août 2019 à Djougou pour organiser son 9ème congrès ordinaire conformément aux dispositions statutaires de l'Association. C'est au terme de ce congrès qu'a été renouvelé le Bureau Exécutif National chargé de conduire la destinée de l'Association pour les deux prochaines années. Un Bureau constitué de https://www.aceemub.org/aceemub/organes/ben-actuel-2019-2021/","Association Culturelle des Étudiants et Élèves Musulmans du Bénin","Frédérick Madore",2019-08-15,,French,"In Copyright - Educational Use Permitted",PT3M26S,,,Benin,,,,,https://www.youtube.com/watch?v=utEnscu_I_M
12824,https://islam.zmo.de/s/westafrica/item/12824,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,12844,,12836,,"bonne priere",,,"ACEEMUB vous souhaite bonne priere.","Association Culturelle des Étudiants et Élèves Musulmans du Bénin","Frédérick Madore",2018-03-09,,French,"In Copyright - Educational Use Permitted",PT6M,,,Benin,,,,,https://www.youtube.com/watch?v=GKA0tcGm1RY
12825,https://islam.zmo.de/s/westafrica/item/12825,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,12844,,12837,,"ANIMATION CULTURELLE LOCALITE DJOUGOU  ACEEMUB",,,"Dans le cadre de l'organisation du congrès de l'ACEEMUB edition 2019, le Bureau Local de Coordination de Djougou a organisé une animation culturelle pour le public.","Association Culturelle des Étudiants et Élèves Musulmans du Bénin","Frédérick Madore",2019-08-04,,French,"In Copyright - Educational Use Permitted",PT6M46S,,,Benin,,,,,https://www.youtube.com/watch?v=Nr2h1nOwc0o
12826,https://islam.zmo.de/s/westafrica/item/12826,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,12844,,12838,,"ACEEMUB, IBOURAIMA Idrissa meilleur récitateur du coran pour représenter l'ACEEMUB au Togo",,,"Le Bureau Exécutif National de l'ACEEMUB a effectué dans la matinée de ce jour, Jeudi 16 Mai 2019, une compétition du Coran pour la s Mai élection du meilleur recitateur du Coran qui va représenter les élèves et étudiants musulmans du Bénin au concours national de récitation du saint Coran au Togo-CNRSC- organisé par l'AEEMT.
Cinq localités en competition (Djougou, Tanguieta, Abomey Calavi, Cotonou Est et Cotonou Ouest) : une seule est retenue gagnante, il s'agit de Cotonou Ouest avec son candidat IBOURAIMA Idrissa, Microbiologiste en formation.
C'est lui qui représentera désormais le Bénin au Togo pour le CNRSC.
Qu'Allah vous récompense !!!","Association Culturelle des Étudiants et Élèves Musulmans du Bénin","Frédérick Madore",2019-05-16,,French,"In Copyright - Educational Use Permitted",PT1M13S,,,Benin,,,,,https://www.youtube.com/watch?v=25FXcroBwMo
12827,https://islam.zmo.de/s/westafrica/item/12827,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,12844,,12839,,"La premiere conference mensuelle du BEN",,,"Les formations universitaires et les réalités du monde de l'emploi.","Association Culturelle des Étudiants et Élèves Musulmans du Bénin","Frédérick Madore",2018-03-06,,French,"In Copyright - Educational Use Permitted",PT1M53S,,,Benin,,,,,https://www.youtube.com/watch?v=J0MQABXAzqM
12828,https://islam.zmo.de/s/westafrica/item/12828,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,12844,,12840,,"Communiqué du Bureau Exécutif National de l'ACEEMUB",,,"Communiqué de la Conférence Mensuelle de Novembre 2021.","Association Culturelle des Étudiants et Élèves Musulmans du Bénin","Frédérick Madore",2021-11-19,,French,"In Copyright - Educational Use Permitted",PT53S,,,Benin,,,,,https://www.youtube.com/watch?v=R2SVNC4ndyM
12829,https://islam.zmo.de/s/westafrica/item/12829,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,12844,,12841,,"Les formations universitaires et les réalités du monde de l'emploi",,,,"Association Culturelle des Étudiants et Élèves Musulmans du Bénin","Frédérick Madore",2018-03-07,,French,"In Copyright - Educational Use Permitted",PT20S,,,Benin,,,,,https://www.youtube.com/watch?v=nIq5x4eoM3g
12830,https://islam.zmo.de/s/westafrica/item/12830,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,12844,,12842,,"ACEEMUB : Conférence mensuelle Février 2018",,,"ACEEMUB a organisé une conférence pour les étudiants sur le campus d'Abomey Calavi afin de les inviter à prendre conscience des formations universitaires et les réalités du monde de l'emploi.","Association Culturelle des Étudiants et Élèves Musulmans du Bénin","Frédérick Madore",2018-03-07,,French,"In Copyright - Educational Use Permitted",PT1M9S,,,Benin,,,,,https://www.youtube.com/watch?v=GRebJ9U0D_0
12831,https://islam.zmo.de/s/westafrica/item/12831,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,12844,,12843,,"ACEEMUB SAUVE DES VIES : VENDREDI 22/02/19",,,"Campagne de don de sang organisée par l'ACEEMUB le Vendredi 22 Février 2019 sur le Campus d'Abomey Calavi et à l'Ecole Nationale d'Economie Appliquée et de Management. Cette campagne avait pour but de collecter des poches de sang auprès des étudiants afin de sauver des vies humaines.","Association Culturelle des Étudiants et Élèves Musulmans du Bénin","Frédérick Madore",2019-03-09,,French,"In Copyright - Educational Use Permitted",PT26S,,,Benin,,,,,https://www.youtube.com/watch?v=ahteEaCvGQQ
12846,https://islam.zmo.de/s/westafrica/item/12846,"Video recording",bibo:AudioVisualDocument,frederick.madore@zmo.de,true,12844,,12863,,"Le Hajj est-il obligatoire ?",,,,"Amicale des Intellectuels Musulmans du Bénin","Frédérick Madore",2022-07-05,,French,"In Copyright - Educational Use Permitted",PT5M,,,Benin,,,,,https://www.youtube.com/watch?v=5yfWP6hCdlk
